ID,PROPIETARIO.ID,REPLICA.ID,
"ac68127b-30a1-44ec-926b-cc1837d9c322","9e66b0e7-4fbd-4e35-bed6-f5b572426a9c","32147865-3c52-4e52-a55a-934477a5c0b1",
